Code,Description
21899,Use 21899 to report procedures in the neck or thorax that do not have a specific code.
21920,"The provider performs a biopsy of the superficial, or surface level, soft tissue in the back or flank area to obtain a sample of suspicious tissue, such as a small lump immediately under the skin. He submits the specimen for analysis to determine the presence of abnormal cells, especially cancerous cells."
21925,"The provider performs a biopsy of the deep soft tissue in the back or flank area to obtain a sample of suspicious tissue, such as a lump that is felt in the deeper tissues. He submits the specimen for analysis to determine the presence of abnormal cells, especially cancerous cells."
21930,"The provider removes a small tumor, or abnormal mass, of less than 3 cm in size, from the soft tissue below the skin in the back or flank. He submits the specimen for analysis to determine the presence of abnormal cells, especially cancerous cells."
21931,"The provider removes a tumor, or abnormal mass, of 3 cm or more in size, from the soft tissue below the skin in the back or flank. He submits the specimen for analysis to determine the presence of abnormal cells, especially cancerous cells."
21932,Physicians perform subfascial soft tissue tumor excisions to remove small tumors (smaller than 5 cm) from under the patient's skin and fascia on the back or flank.
21933,Physicians perform subfascial soft tissue tumor excisions to remove tumors (5 cm or larger) from under the patient's skin and fascia on the back or flank.
21935,"The provider performs an excision procedure for a soft tissue malignant tumor, such as a sarcoma, from the back or flank. The excision of the tumor is performed in an extensive manner, not being limited to the dimensions of the tumor itself but expanding to its surrounding area/anatomical structures suspected for involvement. The diameter of the tumor and the margins required measure less than 5cm."
21936,"The provider performs an excision procedure for a soft tissue malignant tumor, such as a sarcoma, from the back or flank. The excision of the tumor is performed in an extensive manner, not being limited to the dimensions of the tumor itself but expanding to its surrounding area/anatomical structures suspected for involvement. The diameter of the tumor and the margins required measure 5cm or more."
22010,"The provider incises and drains an abscess, or pocket of infection, in the deep tissues at the back of the neck or upper spinal column to relieve pain and pressure."
22015,"The provider incises and drains an abscess, or pocket of infection, in the deep tissues at the back of the lower spinal column to relieve pain and pressure."
22100,"The provider excises a portion of the back part of a cervical vertebra, one of the bones in the neck, to remove a bony lesion, or diseased area, contained within that single bone."
22101,"The provider excises a portion of the back part of a thoracic vertebra, one of the bones in the upper back, to remove a bony lesion, or diseased area, contained within that single bone."
22102,"The provider excises a portion of the back part of a lumbar vertebra, one of the bones in the lower back, to remove a bony lesion, or diseased area, contained within that single bone."
22103,"The provider excises a portion of the back part of a vertebra, one of the bones in the neck or back, to remove a bony lesion, or diseased area, contained within that single bone."
22110,"The provider excises portions of the main body of a cervical vertebra, one of the bones in the neck, to remove a damaged or diseased area contained within that single bone. He does not decompress the spinal cord or nerve roots."
22112,"The provider excises portions of the main body of a thoracic vertebra, one of the bones in the upper back, to remove a damaged or diseased area contained within that single bone. He does not decompress the spinal cord or nerve roots."
22114,"The provider excises portions of the main body of a lumbar vertebra, one of the bones in the lower back, to remove a damaged or diseased area contained within that single bone. He does not decompress the spinal cord or nerve roots."
22116,"The provider excises portions of the main body of a vertebra, one of the bones in the neck or back, to remove a damaged or diseased area contained within that single bone. He does not decompress the spinal cord or nerve roots."
22226,"The provider incises a vertebra, one of the interlocking bones in the spine, to remove portions of the bone, changing the alignment of the spine.  He excises the disk material adjoining the vertebra. This corrects an abnormal curvature in the neck or spine. He performs this procedure on an additional vertebral segment."
22206,"A provider excises portions of a thoracic vertebra, one of the interlocking bones in the upper back, to correct kyphosis, an abnormal curvature of the spine. He performs the bony excision, or osteotomy, in a three column approach, removing bone from the back and both sides, or columns, of the vertebra."
22207,"The provider incises a vertebra, one of the interlocking bones of the spine, in three areas and removes a wedge of bone to change the alignment of the spinal column. This corrects an abnormal curvature in the lumbar spine, or lower back."
22208,"The provider incises a vertebra, one of the interlocking bones of the spine, in three areas and removes a wedge of bone to change the alignment of the spinal column. This corrects an abnormal curvature in the neck or back. He performs this procedure on an additional vertebral segment."
22210,"The provider incises a vertebra, one of the interlocking bones of the spine, in three areas and removes a wedge of bone to change the alignment of the spinal column. This corrects an abnormal curvature in the cervical spine, or neck area."
22212,"The provider performs an osteotomy, a bony incision, of a thoracic vertebra, one of the bones in the upper back, to realign the spine and correct spinal deformities. He makes the incision in the posterior, or back, portion of the vertebra, or posterolaterally, from the back and side."
22214,"The provider performs an osteotomy, a bony incision, of a lumbar vertebra, one of the bones in the lower back, to realign the spine and correct spinal deformities. He makes the incision in the posterior, or back, portion of the vertebra, or posterolaterally, from the back and side."
22216,"The provider incises a vertebra, one of the interlocking bones in the spine, to remove portions of the bone, changing the alignment of the spinal column. This corrects an abnormal curvature in the cervical spine, or neck area. He performs this procedure on an additional vertebral segment."
22220,"The provider incises a vertebra, one of the interlocking bones in the spine, to remove portions of the bone, changing the alignment of the spine. He excises the disk material adjoining the vertebra. This corrects an abnormal curvature in the cervical spine, or neck area."
22222,"The provider incises a vertebra, one of the interlocking bones in the spine, to remove portions of the bone, changing the alignment of the spine.  He excises the disk material adjoining the vertebra. This corrects an abnormal curvature in the thoracic spine, or upper back."
22224,"The provider incises a vertebra, one of the interlocking bones in the spine, to remove portions of the bone, changing the alignment of the spine.  He excises the disk material adjoining the vertebra. This corrects an abnormal curvature in the lumbar spine, or lower back."
22310,"The provider treats a fracture of the vertebral body, the main part of a vertebra, one of the interlocking bones of the spine, in a closed procedure without manipulation. He places a cast or brace to prevent movement of the fracture while it heals."
22315,"The provider treats a fracture or dislocation of the vertebral body, the main part of a vertebra, one of the interlocking bones of the spine, in a closed procedure. He manually realigns the bone or applies a traction device. He places a cast or brace to prevent movement of the fracture while it heals."
22318,"The provider treats a fracture or dislocation of the odontoid, the uppermost bone in the neck, in an open procedure. He makes an incision in the neck, restores normal alignment, and inserts screws or wires to secure the fracture while healing takes place. He does not apply a bone graft."
22319,"The provider repairs a fracture or dislocation of the odontoid, or first cervical vertebra, the uppermost neck bone, from its normal attachment to the second cervical vertebra. The provider accesses the odontoid through an incision in the front of the neck. He uses internal fixation and bone grafting to repair the vertebra. Odontoid fractures, the most common cervical spine fractures, typically result from trauma to the neck."
22325,"The provider treats a fracture or dislocation of a lumbar vertebra, one of the interlocking bones of the lower back, in an open procedure. He makes an incision and realigns the fractured or displaced vertebra from the back of the vertebra."
22326,"The provider repairs a fracture or dislocation of a cervical vertebra, one of the bones in the neck. He accesses the fracture or dislocation through an incision over the vertebra at the back of the neck. Vertebral fractures and dislocations typically result from trauma to the neck."
22327,"The provider treats a fracture or dislocation of a thoracic vertebra, one of the interlocking bones of the upper back, in an open procedure. He makes an incision and realigns the fractured or displaced vertebra from the back of the vertebra."
22328,"The provider repairs a fracture or dislocation of a vertebra, one of the interlocking bones in the neck and back. The provider accesses the vertebra through an incision over the vertebra. Vertebral fractures and dislocations typically result from trauma."
22505,The provider manipulates the spine under general anesthesia to treat spinal dysfunction and to alleviate acute and chronic neck and back pain. He doesn’t make an incision.
22510,"The provider performs cervicothoracic vertebroplasty, or the surgical repair of a fractured vertebra in the cervicothoracic (neck and upper back) spine, usually involving the injection of bone cement. The provider commonly performs this procedure to treat osteoporotic compression fractures in patients where conservative treatment fails. He may also perform a bone biopsy for diagnostic purposes. The procedure takes place under imaging guidance."
22511,"The provider performs lumbosacral vertebroplasty, or the surgical repair of a fractured vertebra in the lumbosacral (lower) spine, usually involving the injection of bone cement. The provider commonly performs this procedure to treat osteoporotic compression fractures in patients where conservative treatment fails. He may also perform a bone biopsy for diagnostic purposes. The procedure takes place under imaging guidance."
22512,"At the same session as percutaneous vertebroplasty of the cervicothoracic or lumbosacral vertebral body, the provider repeats the procedure on each additional vertebral body. The provider performs cervicothoracic or lumbosacral vertebroplasty, the surgical repair of a fractured vertebra in the spine, usually involving the injection of bone cement. The provider commonly performs this procedure to treat osteoporotic compression fractures in patients where conservative treatment fails. He may also perform a bone biopsy for diagnostic purposes. The procedure takes place under imaging guidance."
22513,"The provider performs a percutaneous vertebral augmentation of the thoracic spine, such as kyphoplasty, a surgical procedure that treats compression fractures of the spine. He also may perform a reduction of a fracture and bone biopsy for diagnostic purposes. The procedure takes place under imaging guidance."
22514,"The provider performs a percutaneous vertebral augmentation of the lumbar spine, such as kyphoplasty, a surgical procedure that treats compression fractures of the spine. He also may perform a reduction of a fracture and bone biopsy for diagnostic purposes. The procedure takes place under imaging guidance."
22515,"At the same session as percutaneous vertebral augmentation of a thoracic or lumbar vertebral body, the provider repeats the procedure on each additional vertebral body. The provider performs a percutaneous vertebral augmentation of the thoracic or lumbar spine, such as kyphoplasty, a surgical procedure that treats compression fractures of the spine. He also may perform a reduction of a fracture and bone biopsy for diagnostic purposes. The procedure takes place under imaging guidance."
22526,"The provider applies heat energy through a needle inserted into an invertebral disk, one of the cartilage cushions between the interlocking bones of the spine, to treat chronic back pain. He uses fluoroscopy, live X–ray, to guide the application of the treatment on one or both sides."
22527,"The provider applies heat energy through a needle inserted into an invertebral disk, one of the cartilage cushions between the interlocking bones of the spine, to treat chronic back pain. He uses fluoroscopy, live X–ray, to guide the application of the treatment on one or both sides. He performs this procedure on an additional level after performing the procedure on one or more other levels."
22532,"The provider performs arthrodesis, also known as spinal fusion, in the thoracic spine, or upper back, to permanently join two vertebrae, the interlocking bones of the spine. He accesses the vertebra in a lateral extracavitary approach to obtain a wider view. He removes some of the cartilage cushion, or disk material, from between the vertebrae to prepare the bony surfaces for fusion. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated, or bulging, intervertebral disks, narrowing of the spinal canal, or spinal injuries."
22533,"A provider performs arthrodesis, also called spinal fusion, to permanently join two or more vertebrae in the lumbar spine. Spinal arthrodesis restores mobility and alleviates persistent pain resulting from a spinal condition, such as a herniated disk, spinal stenosis, or spinal injury. He accesses the spine from the sides of the vertebrae without entering the chest cavity. He excises a small amount of intervertebral disk material, the cushion of cartilage material separating two vertebrae, and inserts bone graft material to strengthen the fusion site."
22534,"The provider performs arthrodesis, also known as spinal fusion, in the upper or lower back, to permanently join two vertebrae, the interlocking bones of the spine. He accesses the vertebra in a lateral extracavitary approach to obtain a wider view. He removes some of the cartilage cushion, or disk material, from between the vertebrae to prepare the bony surfaces for fusion. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated, or bulging, intervertebral disks, narrowing of the spinal canal, or spinal injuries. He performs this procedure on an additional vertebra after performing the procedure on one or more vertebrae in the upper or lower back."
22548,"The provider performs arthrodesis, also known as spinal fusion, in the neck, to permanently join two vertebrae, the interlocking bones of the spine. He accesses the vertebrae through an incision in the mouth or in the neck and may excise the first cervical vertebra. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated, or bulging, intervertebral disks, narrowing of the spinal canal, or spinal injuries."
22551,A cervical disc is removed through the front of the neck to help ease spinal pain and related symptoms. Fusion is performed to stabilize the vertebrae.
22552,"The provider performs arthrodesis, also known as spinal fusion, in the neck, to permanently join two vertebrae, the interlocking bones of the spine, to alleviate persistent pain caused by a herniated, or bulging, disk, or other spinal condition. He makes an incision in the front of the neck, removes disk material, excises bony protuberances, and releases pressure on the spinal cord and nerve root. He performs this procedure on an additional vertebra after performing the procedure on one or more vertebrae in the same encounter."
22554,"The provider performs arthrodesis, also known as spinal fusion, in the neck, to permanently join two vertebrae, the interlocking bones of the spine, to alleviate persistent pain caused by a herniated, or bulging, disk, or other spinal condition. He makes an incision in the front of the neck and removes disk material."
22556,"The provider performs arthrodesis, also known as spinal fusion, in the upper back, to permanently join two vertebrae, the interlocking bones of the spine, to alleviate persistent pain caused by a herniated, or bulging, disk, or other spinal condition. He makes an incision in the side of the chest to access the spine and remove disk material."
22558,"The provider performs arthrodesis, also known as spinal fusion, in the lower back, to permanently join two vertebrae, the interlocking bones of the spine, to alleviate persistent pain caused by a herniated, or bulging, disk, or other spinal condition. He makes an incision in the abdomen to access the spine and remove disk material."
22585,"The provider performs arthrodesis, also known as spinal fusion, to permanently join two vertebrae, the interlocking bones of the spine, to alleviate persistent pain caused by a herniated, or bulging, disk, or other spinal condition. He removes disk material. He performs this procedure on an additional vertebra after performing the procedure on one or more vertebrae in the neck or back."
22586,"The provider performs spinal fusion, permanently joining two vertebrae, for correction of herniated nucleus pulposus, a bulging disk, at the base of the lower back near the tailbone. He excises the disk material and may fill the space with bone graft in a presacral interbody technique. He uses image guidance and employs posterior spinal instrumentation."
22590,"The provider performs arthrodesis, also known as spinal fusion, to permanently join the second cervical vertebra in the neck to the base of the cranium. He applies bone graft material to fuse the spine at the back of the vertebra. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, or spinal injuries."
22595,"The provider performs arthrodesis, also known as spinal fusion, to permanently join the first two vertebrae, the interlocking bones of the neck. He applies bone graft material to fuse the spine at the back of the vertebrae. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, or spinal injuries."
22600,"The provider performs arthrodesis, also known as spinal fusion, in the neck, to permanently join two vertebrae, the interlocking bones of the spine. The provider applies bone graft material to fuse the spine at the back of the vertebrae or at the back and side. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, and spinal injuries."
22610,"The provider performs arthrodesis, also known as spinal fusion, in the thoracic spine (upper back), to permanently join two vertebrae, the interlocking bones of the spine. The provider applies bone graft material to fuse the spine at the back of the vertebrae, at the back and side, or at the side and across. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, and spinal injuries."
22612,"The provider performs arthrodesis, also known as spinal fusion, in the lumbar spine (lower back), to permanently join two vertebrae, the interlocking bones of the spine. The provider applies bone graft material to fuse the spine at the back of the vertebrae, at the back and side, or at the side and across. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, and spinal injuries."
22614,"The provider performs arthrodesis, also known as spinal fusion, to permanently join two vertebrae, the interlocking bones of the spine. The provider applies bone graft material to fuse the spine. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, and spinal injuries. This add–on code represents arthrodesis on each additional interspace at an encounter."
22630,"The provider performs an arthrodesis, also known as spinal fusion, in the lumbar spine, or lower back, to permanently join two vertebrae, the interlocking bones of the spine. He excises the lamina and disk material and applies bone graft between the disks to fuse them. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, or spinal injuries."
22632,"The provider performs an arthrodesis, also known as spinal fusion, in the lumbar spine, or lower back, to permanently join two vertebrae, the interlocking bones of the spine. He excises the lamina and disk material and applies bone graft between the disks to fuse them. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, or spinal injuries. He performs this procedure on an additional level after completing an initial arthrodesis in the same encounter."
22633,"In this procedure the provider joins two adjoining lumbar vertebral bodies permanently, accessing the operative site with a combination of approaches for a better outcome. The provider performs this procedure to prevent any further damage or pain in the joint."
22634,"In this add–on procedure, the provider joins two additional adjoining lumbar vertebral bodies permanently, accessing the operative site with a combination of approaches for a better outcome. The provider performs this procedure to prevent any further damage or pain in the joint."
22800,"The provider performs arthrodesis, also known as spinal fusion, to secure different vertebrae to one another. This procedure helps to treat and alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He performs the procedure on up to six vertebral segments. He may apply a body cast."
22802,"The provider performs arthrodesis, also known as spinal fusion, to secure different vertebrae to one another. This procedure helps to treat and alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He performs the procedure on seven to twelve vertebral segments. He may apply a body cast."
22804,"The provider performs arthrodesis, also known as spinal fusion, to secure different vertebrae to one another. This procedure helps to treat and alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He performs the procedure on 13 or more vertebral segments. He may apply a body cast."
22808,"The provider performs arthrodesis, also known as spinal fusion, to secure different vertebrae to one another. This procedure helps to treat and alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He uses an anterior, or front, approach to the spine, and fuses two to three vertebral segments. He may apply a body cast."
22810,"The provider performs an arthrodesis, also known as spinal fusion, to permanently join four to seven vertebrae, the interlocking bones of the spine. He applies bone graft to the anterior, or front, of the vertebrae to fuse them. The procedure helps to alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He may apply a body cast to immobilize the spine."
22812,"The provider performs arthrodesis, also known as spinal fusion, to secure different vertebrae to one another. This procedure helps to treat and alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He uses an anterior, or front, approach to the spine, and fuses eight or more vertebral segments. He may apply a body cast."
22818,"The provider performs kyphectomy to alleviate persistent pain caused by various spinal deformities, such as spina bifida or kyphosis. He excises one or two complete vertebral segments."
22819,"The provider performs kyphectomy to alleviate persistent pain caused by various spinal deformities, such as spina bifida or kyphosis. He excises three or more complete vertebral segments."
22830,"The provider explores a prior spinal fusion, or arthrodesis, to assess the status of the spinal bone."
22836,"The provider places screws in the anterior thoracic vertebrae and connects the screws using a flexible cable, typically to treat spinal curvature caused by scoliosis. This code applies to up to seven vertebral segments."
22837,"The provider places screws in the anterior thoracic vertebrae and connects the screws using a flexible cable, typically to treat spinal curvature caused by scoliosis. This code applies to eight or more vertebral segments."
22838,"The provider revises, replaces, or removes thoracic vertebral body tethering, which uses screws and a flexible cable, typically to treat spinal curvature caused by scoliosis. The provider may use thoracoscopy for the procedure."
22868,"At the same session as the primary procedure and through an open approach, the provider inserts an additional interlaminar stabilization or interspinous distraction, or decompression, device (IPD) and attaches it to the bony projections (spinous processes) on the back of adjacent vertebrae at one site in the lumbar spine to restrict painful motion (stabilize) or open up (distract) the neural foramina, relieving pressure on the nerve roots. The provider does not fuse (permanently join) the vertebrae."
22869,"Through a minimally invasive approach, the provider inserts an interlaminar stabilization or interspinous distraction, or decompression, device (IPD) and attaches it to the bony projections (spinous processes) on the back of adjacent vertebrae at one site in the lumbar spine to restrict painful motion (stabilize) or open up (distract) the neural foramina, relieving pressure on the nerve roots. The provider does not fuse (permanently join) the vertebrae."
22870,"Through an additional minimally invasive approach, the provider inserts an interlaminar stabilization or interspinous distraction, or decompression, device (IPD) and attaches it to the bony projections (spinous processes) on the back of adjacent vertebrae at an additional level in the lumbar spine to restrict painful motion (stabilize) or open up (distract) the neural foramina, relieving pressure on the nerve roots. The provider does not fuse (permanently join) the vertebrae."
22858,"At the same session as an initial interspace cervical spine total disc arthroplasty, the provider uses an anterior approach to perform a second level interspace procedure. He removes the painful degenerated disc and replaces it with an artificial mobile disc that helps in the normal movement of the disc.  He also removes the intervertebral disc and removes bone spurs, or growths, that may develop on the upper or lower edges of the vertebrae to reduce pressure on the nerve root or spinal cord."
22857,"The provider performs a total disc arthroplasty on a single interspace in the lower back. The provider approaches the spine from the front, excises the disc, and replaces it with an artificial disc."
22858,"At the same session as an initial interspace cervical spine total disc arthroplasty, the provider uses an anterior approach to perform a second level interspace procedure. He removes the painful degenerated disc and replaces it with an artificial mobile disc that helps in the normal movement of the disc.  He also removes the intervertebral disc and removes bone spurs, or growths, that may develop on the upper or lower edges of the vertebrae to reduce pressure on the nerve root or spinal cord."
22859,"The provider inserts a metallic cage or mesh device in the disc interspace between two vertebral bodies or over a defect caused by partial or complete removal of a vertebral body; the device maintains the interspace and vertebral height, which helps relieve persistent pain caused by a spinal condition. The provider performs this procedure during a primary spinal procedure."
22860,"At the same session as a primary arthroplasty service, the provider performs a total disc arthroplasty on a second interspace in the lower back. The provider approaches the spine from the front, excises the disc, and replaces it with an artificial disc."
22861,The provider revises a prior total disk arthroplasty in the neck to treat a degenerated or diseased intervertebral disk. He replaces the device due to infection or device failure.
22862,The provider revises a prior total disk arthroplasty in the lower back to treat a degenerated or diseased intervertebral disk. He replaces the device due to infection or device failure.
22864,The provider removes a single artificial disk in the neck placed in a prior total disk arthroplasty procedure to treat degenerative disk disease or other symptomatic disk condition.
22865,The provider removes a single artificial disk in the lower back placed in a prior total disk arthroplasty procedure to treat degenerative disk disease or other symptomatic disk condition.
22867,"Through an open approach, the provider inserts an interlaminar stabilization or interspinous distraction, or decompression, device (IPD) and attaches it to the bony projections (spinous processes) on the back of adjacent vertebrae at one site in the lumbar spine to restrict painful motion (stabilize) or open up (distract) the neural foramina, relieving pressure on the nerve roots. The provider does not fuse (permanently join) the vertebrae."
22838,"The provider revises, replaces, or removes thoracic vertebral body tethering, which uses screws and a flexible cable, typically to treat spinal curvature caused by scoliosis. The provider may use thoracoscopy for the procedure."
22848,"The provider attaches the lower end of a spinal fixation device to the pelvic bones, but not the tailbone, during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22849,The provider reinserts a spinal fixation device due to failure of the device or one of its components.
22850,"The provider removes a previously implanted nonsegmental spinal instrumentation device, such as a Harrington rod, from the posterior, or back, portion of the spine, due to infection, pain, rejection, or failure of the device."
22852,"The provider removes a previously implanted segmental spinal instrumentation device from the posterior, or back, portion of the spine, due to infection, pain, rejection, or failure of the device."
22853,"The provider inserts a metallic cage or mesh device between two vertebrae and may use screws or flanges to attach it to the front part of the vertebrae; the device maintains the disc space, provides spinal stability, and yet preserves some range of motion, which helps relieve persistent pain caused by a herniated, or bulging, disk or other spinal condition. The provider performs this procedure during a spinal interbody arthrodesis procedure, which is fusion, or permanent joining, of vertebrae over the joint space."
22854,"The provider inserts a metallic cage or mesh device(s) to cover one or more defects caused by the complete or partial removal (resection) of a vertebral body (corpectomy) and may use screws or flanges to attach it to the front of the vertebrae on either side of the defect where a partial or complete removal of a vertebral body was performed; the device helps maintain the distance between vertebrae. The provider performs this procedure during a spinal interbody arthrodesis procedure, which is fusion, or permanent joining, of vertebrae over the joint space."
22859,"The provider inserts a metallic cage or mesh device in the disc interspace between two vertebral bodies or over a defect caused by partial or complete removal of a vertebral body; the device maintains the interspace and vertebral height, which helps relieve persistent pain caused by a spinal condition. The provider performs this procedure during a primary spinal procedure."
22855,"The provider removes a previously implanted spinal instrumentation device from the anterior, or front, portion of the spine, due to infection, pain, rejection, or failure of the device."
22856,"In this procedure, the provider places an artificial disc into a single cervical interspace to treat conditions such as degenerative disc disease, disc disruption, internal disc derangement, and symptomatic disc desiccation. He also removes the intervertebral disc and removes bone spurs, or growths, that may develop on the upper or lower edges of the vertebrae to reduce pressure on the nerve root or spinal cord."
22840,"The provider places spinal instrumentation in the neck across a single interspace (C1–C2) to correct a spinal deformity during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22841,"The provider applies spinal wiring for vertebral fixation during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22842,"The provider places spinal instrumentation at the back of the spine across three to six vertebral segments to correct a spinal deformity during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22843,"The provider places spinal instrumentation at the back of the spine across seven to twelve vertebral segments to correct a spinal deformity during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22844,"The provider places spinal instrumentation at the back of the spine across 13 or more vertebral segments to correct a spinal deformity during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22845,"The provider places spinal instrumentation at the front of the spine across two to three vertebral segments to correct a spinal deformity during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22846,"The provider places spinal instrumentation at the front of the spine across four to seven vertebral segments to correct a spinal deformity during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22847,"The provider places spinal instrumentation at the front of the spine across eight or more vertebral segments to correct a spinal deformity during the course of a spinal surgery, such as a spinal fusion, or arthrodesis."
22836,"The provider places screws in the anterior thoracic vertebrae and connects the screws using a flexible cable, typically to treat spinal curvature caused by scoliosis. This code applies to up to seven vertebral segments."
22837,"The provider places screws in the anterior thoracic vertebrae and connects the screws using a flexible cable, typically to treat spinal curvature caused by scoliosis. This code applies to eight or more vertebral segments."
22899,Use 22899 to report procedures in the spinal column that do not have a specific code.
22900,"The provider excises an abnormal mass from within the muscle layer beneath the abdominal wall. He submits the specimen, less than 5 cm in size, to a laboratory for analysis to determine its nature."
22901,"The provider excises an abnormal mass from within the muscle layer beneath the abdominal wall. He submits the specimen, 5 cm or greater in size, to a laboratory for analysis to determine its nature."
22902,"The provider excises an abnormal mass from within the soft tissue immediately below the surface of the skin of the abdominal wall. He submits the specimen, less than 3 cm in size, to a laboratory for analysis to determine its nature."
22903,"The provider excises an abnormal mass from within the soft tissue immediately below the surface of the skin of the abdominal wall. He submits the specimen, 3 cm or greater in size, to a laboratory for analysis to determine its nature."
22904,"The provider performs an excision procedure for a soft tissue malignant tumor, such as a sarcoma, from the abdominal wall. The excision of the tumor is performed in an extensive manner, not being limited to the dimensions of the tumor itself but expanding to its surrounding area/anatomical structures suspected for involvement. The diameter of the tumor and the margins required measure less than 5cm."
22905,"The provider performs an excision procedure for a soft tissue malignant tumor, such as a sarcoma, from the abdominal wall. The excision of the tumor is performed in an extensive manner, not being limited to the dimensions of the tumor itself but expanding to its surrounding area/anatomical structures suspected for involvement. The diameter of the tumor and the margins required measure 5cm or more."
22999,Use 22999 to report procedures in the abdomen that do not have a specific code.
23000,"The provider excises calcium deposits from the shoulder area, the result of prior injuries. He makes an incision in the deltoid muscle near the shoulder."
23020,The provider releases a contracture involving the joint capsule in the shoulder to improve range of motion in a stiff or frozen shoulder.
23030,"The provider incises and drains a pocket of infection or blood deep in the shoulder area, to relieve pain and pressure and or treat infection."
23031,"The provider incises and drains an infected bursa, one of several fluid–filled sacs that prevent friction in the shoulder joint, to treat the infection and relieve pain and pressure."
23035,"The provider incises the outer shell, or cortex, of a bone in the shoulder to treat a pocket of infection, such as abscess or osteomyelitis."
23040,"The provider incises the shoulder joint to inspect the interior, drain any fluid, and or remove any debris due to recurrent dislocations or traumatic injury."
23044,"The provider incises the acromioclavicular or sternoclavicular joint to inspect the structures inside the joint. He removes any loose material, such as pieces of cartilage, to relieve pain and restore mobility to the joint."
23190,"The provider removes a portion of the shoulder blade, generally to treat infection, tumor, or deformity."
23195,"The provider removes the rounded portion of the upper arm bone where it connects to the shoulder joint, to treat conditions like osteomyelitis, necrotic bone, or tumor."
23200,"The provider performs a radical resection of a tumor in the collarbone, which may be a sarcoma or other cancer. He submits the specimen to a laboratory for analysis to determine its nature."
23210,"The provider performs a radical resection of a tumor in the shoulder blade, which may be a sarcoma or other cancer. He submits the specimen to a laboratory for analysis to determine its nature."
23220,"In this procedure, the provider performs a radical resection, or extensive removal of a tumor from the upper end of a patient's humerus bone. He performs this procedure to treat bone cancer."
23146,"The provider removes a noncancerous mass or cyst from the collarbone or shoulder blade, by excising or scraping the bone. He fills the defect with donor bone. He submits the specimen to a laboratory for analysis."
23150,"The provider removes a noncancerous mass or cyst from the top portion of the humerus, the bone of the upper arm, by excising or scraping the bone. He submits the specimen to a laboratory for analysis."
23155,"The provider removes a cyst or other noncancerous mass from the humerus, a bone in the upper arm, with a cutting or scraping instrument. He fills the defect with bone graft taken from another location in the patient’s body. He submits the specimen to a laboratory for analysis to confirm its nature."
23156,"The provider removes a cyst or other noncancerous mass from the proximal humerus, the top part of the bone in the upper arm, with a cutting or scraping instrument. He fills the defect with donor bone graft. He submits the specimen to a laboratory for analysis to confirm its nature."
23170,"The provider excises a sequestrum, a dead fragment of bone, from the collarbone, likely the result of infection in the bone."
23172,"The provider excises a sequestrum, a dead fragment of bone, from the shoulder blade, likely the result of infection in the bone."
23174,"The provider excises a sequestrum, a dead fragment of bone, from the area near the top of the upper arm bone, likely the result of infection in the bone."
23180,"The provider excises a portion of infected bone in the top part of the upper arm, likely the result of osteomyelitis or abscess."
23182,"The provider excises a portion of infected shoulder blade, likely the result of osteomyelitis or abscess."
23184,"The provider excises a portion of infected bone in the top part of the upper arm, likely the result of osteomyelitis or abscess."
23100,In this procedure the provider makes an incision to expose the glenohumeral joint of the shoulder and takes a biopsy.
23101,"The provider incises the acromioclavicular or sternoclavicular joint to remove torn cartilage, relieving pain and restoring mobility, and or take a tissue sample for submission to a laboratory for analysis and diagnosis."
